Horse,Category,Starts,1st,2nd,3rd,Win%,Place%,Odds,ROI
Flightline,59kg+,6,6,-,-,100%,100%,$0,-100%
Flightline,1 - 5,2,2,-,-,100%,100%,$0,-100%
Flightline,6 - 7,3,3,-,-,100%,100%,$0,-100%
Flightline,8 - 10,1,1,-,-,100%,100%,$0,-100%
Flightline,First Up,6,6,-,-,100%,100%,$0,-100%
Country Grammer,Career,13,4,4,1,31%,70%,$0,-100%
Country Grammer,12 Mths,0,-,-,-,-,-,$0,-
Country Grammer,Last 10,10,3,4,1,30%,80%,$0,-100%
Country Grammer,Firm,3,1,2,-,34%,100%,$0,-100%
Country Grammer,Turf,3,1,2,-,34%,100%,$0,-100%
Country Grammer,1501 - 2000m,9,3,3,1,34%,78%,$0,-100%
Country Grammer,2001 - 2400m,4,1,1,-,25%,50%,$0,-100%
Country Grammer,1 - 3,6,2,2,-,34%,67%,$0,-100%
Country Grammer,4 - 6,2,1,1,-,50%,100%,$0,-100%
Country Grammer,7 - 10,4,1,1,1,25%,75%,$0,-100%
Country Grammer,11 - 13,1,-,-,-,0%,0%,$0,-100%
Country Grammer,$35001 - $75000,3,1,-,1,34%,67%,$0,-100%
Country Grammer,$75001+,8,3,3,-,38%,75%,$0,-100%
Country Grammer,59kg+,13,4,4,1,31%,70%,$0,-100%
Country Grammer,1 - 5,5,1,2,-,20%,60%,$0,-100%
Country Grammer,6 - 7,4,2,-,-,50%,50%,$0,-100%
Country Grammer,8 - 10,4,1,2,1,25%,100%,$0,-100%
Country Grammer,First Up,7,1,2,1,15%,58%,$0,-100%
Country Grammer,Second Up,4,3,1,-,75%,100%,$0,-100%
Country Grammer,Third Up,2,-,1,-,0%,50%,$0,-100%
Stilleto Boy,Career,28,3,3,8,11%,50%,$0,-100%
Stilleto Boy,12 Mths,0,-,-,-,-,-,$0,-
Stilleto Boy,Last 10,10,-,-,1,0%,10%,$0,-100%
Stilleto Boy,Firm,13,1,1,3,8%,39%,$0,-100%
Stilleto Boy,Good,2,-,-,1,0%,50%,$0,-100%
Stilleto Boy,Turf,15,1,1,4,7%,40%,$0,-100%
Stilleto Boy,1001 - 1300m,2,-,1,1,0%,100%,$0,-100%
Stilleto Boy,1301 - 1500m,2,-,-,1,0%,50%,$0,-100%
Stilleto Boy,1501 - 2000m,18,2,2,5,12%,50%,$0,-100%
Stilleto Boy,2001 - 2400m,6,1,-,1,17%,34%,$0,-100%
Stilleto Boy,1 - 3,10,-,2,2,0%,40%,$0,-100%
Stilleto Boy,4 - 6,11,3,1,3,28%,64%,$0,-100%
Stilleto Boy,7 - 10,3,-,-,1,0%,34%,$0,-100%
Stilleto Boy,11 - 13,1,-,-,1,0%,100%,$0,-100%
Stilleto Boy,$20001 - $35000,1,-,1,-,0%,100%,$0,-100%
Stilleto Boy,$35001 - $75000,1,-,-,-,0%,0%,$0,-100%
Stilleto Boy,$75001+,22,3,2,6,14%,50%,$0,-100%
Stilleto Boy,59kg+,28,3,3,8,11%,50%,$0,-100%
Stilleto Boy,1 - 5,4,1,-,1,25%,50%,$0,-100%
Stilleto Boy,6 - 7,11,1,2,4,10%,64%,$0,-100%
Stilleto Boy,8 - 10,11,1,1,2,10%,37%,$0,-100%
Stilleto Boy,11 - 12,2,-,-,1,0%,50%,$0,-100%
Stilleto Boy,First Up,10,-,2,2,0%,40%,$0,-100%
Stilleto Boy,Second Up,7,1,-,1,15%,29%,$0,-100%
Stilleto Boy,Third Up,2,1,-,-,50%,50%,$0,-100%
Royal Ship,Career,20,3,2,5,15%,50%,$0,-100%
Royal Ship,12 Mths,0,-,-,-,-,-,$0,-
Royal Ship,Last 10,10,1,1,2,10%,40%,$0,-100%
Royal Ship,Firm,10,2,-,2,20%,40%,$0,-100%
Royal Ship,Good,2,-,1,-,0%,50%,$0,-100%
Royal Ship,Turf,12,2,1,2,17%,42%,$0,-100%
Royal Ship,1301 - 1500m,2,-,-,1,0%,50%,$0,-100%
Royal Ship,1501 - 2000m,14,3,1,2,22%,43%,$0,-100%
Royal Ship,2001 - 2400m,4,-,1,2,0%,75%,$0,-100%
Royal Ship,1 - 3,7,-,1,2,0%,43%,$0,-100%
Royal Ship,4 - 6,10,2,1,3,20%,60%,$0,-100%
Royal Ship,7 - 10,3,1,-,-,34%,34%,$0,-100%
Royal Ship,$0 - $5000,2,-,-,-,0%,0%,$0,-100%
Royal Ship,$5001 - $10000,1,-,-,1,0%,100%,$0,-100%
Royal Ship,$75001+,16,3,2,3,19%,50%,$0,-100%
Royal Ship,59kg+,20,3,2,5,15%,50%,$0,-100%
Royal Ship,1 - 5,5,1,-,3,20%,80%,$0,-100%
Royal Ship,6 - 7,6,1,2,-,17%,50%,$0,-100%
Royal Ship,8 - 10,9,1,-,2,12%,34%,$0,-100%
Royal Ship,First Up,8,2,-,2,25%,50%,$0,-100%
Royal Ship,Second Up,6,1,1,2,17%,67%,$0,-100%
Royal Ship,Third Up,4,-,1,-,0%,25%,$0,-100%
Express Train,Career,8,1,-,2,13%,38%,$10,25%
Express Train,12 Mths,7,1,-,1,15%,29%,$10,43%
Express Train,Last 10,8,1,-,2,13%,38%,$10,25%
Express Train,Good,3,1,-,1,34%,67%,$10,233%
Express Train,Soft,1,-,-,-,0%,0%,$0,-100%
Express Train,Turf,4,1,-,1,25%,50%,$10,150%
Express Train,Cushion,4,-,-,1,0%,25%,$0,-100%
Express Train,1001 - 1300m,5,1,-,1,20%,40%,$10,100%
Express Train,1301 - 1500m,3,-,-,1,0%,34%,$0,-100%
Express Train,1 - 3,3,-,-,-,0%,0%,$0,-100%
Express Train,4 - 6,4,1,-,2,25%,75%,$10,150%
Express Train,11 - 13,1,-,-,-,0%,0%,$0,-100%
Express Train,$5001 - $10000,4,1,-,-,25%,25%,$10,150%
Express Train,$10001 - $20000,2,-,-,2,0%,100%,$0,-100%
Express Train,$20001 - $35000,1,-,-,-,0%,0%,$0,-100%
Express Train,$35001 - $75000,1,-,-,-,0%,0%,$0,-100%
Express Train,59kg+,8,1,-,2,13%,38%,$10,25%
Express Train,6 - 7,3,1,-,1,34%,67%,$10,233%
Express Train,8 - 10,2,-,-,1,0%,50%,$0,-100%
Express Train,11 - 12,2,-,-,-,0%,0%,$0,-100%
Express Train,16+,1,-,-,-,0%,0%,$0,-100%
Express Train,First Up,3,-,-,1,0%,34%,$0,-100%
Express Train,Second Up,2,1,-,-,50%,50%,$10,400%
Express Train,Third Up,2,-,-,1,0%,50%,$0,-100%
McKinzie,Career,14,6,6,-,43%,86%,$0,-100%
McKinzie,12 Mths,0,-,-,-,-,-,$0,-
McKinzie,Last 10,10,3,5,-,30%,80%,$0,-100%
McKinzie,1301 - 1500m,3,3,-,-,100%,100%,$0,-100%
McKinzie,1501 - 2000m,9,3,4,-,34%,78%,$0,-100%
McKinzie,2001 - 2400m,2,-,2,-,0%,100%,$0,-100%
McKinzie,1 - 3,5,1,2,-,20%,60%,$0,-100%
McKinzie,4 - 6,6,4,2,-,67%,100%,$0,-100%
McKinzie,7 - 10,2,-,2,-,0%,100%,$0,-100%
McKinzie,11 - 13,1,1,-,-,100%,100%,$0,-100%
McKinzie,$35001 - $75000,1,1,-,-,100%,100%,$0,-100%
McKinzie,$75001+,11,5,4,-,46%,82%,$0,-100%
McKinzie,59kg+,14,6,6,-,43%,86%,$0,-100%
McKinzie,1 - 5,12,6,6,-,50%,100%,$0,-100%
McKinzie,6 - 7,1,-,-,-,0%,0%,$0,-100%
McKinzie,8 - 10,1,-,-,-,0%,0%,$0,-100%
McKinzie,First Up,7,3,3,-,43%,86%,$0,-100%
McKinzie,Second Up,5,2,2,-,40%,80%,$0,-100%
McKinzie,Third Up,2,1,1,-,50%,100%,$0,-100%
State of Rest,Career,14,6,1,3,43%,72%,$9.96,256%
State of Rest,12 Mths,0,-,-,-,-,-,$0,-
State of Rest,Last 10,10,5,-,3,50%,80%,$10.7,328%
State of Rest,Firm,1,1,-,-,100%,100%,$22,2100%
State of Rest,Good,7,2,1,3,29%,86%,$6.5,86%
State of Rest,Soft,4,2,-,-,50%,50%,$7.4,270%
State of Rest,Heavy,1,-,-,-,0%,0%,$0,-100%
State of Rest,Turf,13,5,1,3,39%,70%,$9.96,283%
State of Rest,1001 - 1300m,2,1,-,-,50%,50%,$7,250%
State of Rest,1301 - 1500m,3,-,1,1,0%,67%,$0,-100%
State of Rest,1501 - 2000m,5,2,-,1,40%,60%,$22,340%
State of Rest,2001 - 2400m,4,3,-,1,75%,100%,$6.93,420%
State of Rest,1 - 3,5,1,1,2,20%,80%,$6,20%
State of Rest,4 - 6,4,2,-,1,50%,75%,$7.4,270%
State of Rest,7 - 10,5,3,-,-,60%,60%,$14.5,480%
State of Rest,$20001 - $35000,2,1,1,-,50%,100%,$7,250%
State of Rest,$35001 - $75000,3,-,-,2,0%,67%,$0,-100%
State of Rest,$75001+,5,2,-,1,40%,60%,$14.65,486%
State of Rest,55 - 56.5kg,2,2,-,-,100%,100%,$14.75,1375%
State of Rest,57 - 58.5kg,5,2,-,2,40%,80%,$6.65,166%
State of Rest,59kg+,7,2,1,1,29%,58%,$7,-
State of Rest,1 - 5,1,1,-,-,100%,100%,$6,500%
State of Rest,6 - 7,2,1,-,1,50%,100%,$7.3,265%
State of Rest,8 - 10,6,1,1,1,17%,50%,$7.5,25%
State of Rest,11 - 12,3,2,-,1,67%,100%,$22,633%
State of Rest,13 - 15,1,1,-,-,100%,100%,$7,600%
State of Rest,16+,1,-,-,-,0%,0%,$0,-100%
State of Rest,First Up,5,3,-,1,60%,80%,$7.27,336%
State of Rest,Second Up,3,1,1,1,34%,100%,$22,633%
State of Rest,Third Up,3,2,-,-,67%,67%,$6,100%
Addeybb,Career,28,13,5,4,47%,79%,$4.36,87%
Addeybb,12 Mths,0,-,-,-,-,-,$0,-
Addeybb,Last 10,10,4,2,2,40%,80%,$5.1,53%
Addeybb,Good,8,2,3,2,25%,88%,$3.6,-10%
Addeybb,Soft,15,8,2,1,54%,74%,$4.86,159%
Addeybb,Heavy,2,2,-,-,100%,100%,$3.15,215%
Addeybb,Turf,25,12,5,3,48%,80%,$4.36,109%
Addeybb,Cushion,1,-,-,1,0%,100%,$0,-100%
Addeybb,1301 - 1500m,1,-,-,-,0%,0%,$0,-100%
Addeybb,1501 - 2000m,19,9,3,3,48%,79%,$4.68,122%
Addeybb,2001 - 2400m,8,4,2,1,50%,88%,$3.4,28%
Addeybb,1 - 3,9,4,1,2,45%,78%,$3.46,54%
Addeybb,4 - 6,9,3,4,1,34%,89%,$2.75,-39%
Addeybb,7 - 10,6,4,-,-,67%,67%,$5.63,275%
Addeybb,11 - 13,3,2,-,1,67%,100%,$5.25,250%
Addeybb,14 - 16,1,-,-,-,0%,0%,$0,-100%
Addeybb,$5001 - $10000,2,1,-,-,50%,50%,$4.35,118%
Addeybb,$10001 - $20000,1,1,-,-,100%,100%,$4,300%
Addeybb,$20001 - $35000,2,2,-,-,100%,100%,$3.3,230%
Addeybb,$35001 - $75000,4,1,-,3,25%,100%,$2.1,-47%
Addeybb,$75001+,14,6,4,1,43%,79%,$5.58,99%
Addeybb,55 - 56.5kg,1,-,-,1,0%,100%,$0,-100%
Addeybb,57 - 58.5kg,5,3,-,-,60%,60%,$4.83,190%
Addeybb,59kg+,22,10,5,3,46%,82%,$4.21,72%
Addeybb,1 - 5,3,1,1,1,34%,100%,$0,-100%
Addeybb,6 - 7,10,6,2,1,60%,90%,$3.19,92%
Addeybb,8 - 10,6,2,2,1,34%,84%,$6.25,108%
Addeybb,11 - 12,3,1,-,-,34%,34%,$4.2,40%
Addeybb,13 - 15,3,-,-,1,0%,34%,$0,-100%
Addeybb,16+,3,3,-,-,100%,100%,$5.5,450%
Addeybb,First Up,13,3,4,1,24%,62%,$3.83,-12%
Addeybb,Second Up,9,7,-,2,78%,100%,$5.04,236%
Addeybb,Third Up,3,1,1,-,34%,67%,$4,33%
Lord North,Career,25,10,4,2,40%,64%,$3.77,51%
Lord North,12 Mths,0,-,-,-,-,-,$0,-
Lord North,Last 10,10,3,1,1,30%,50%,$4.08,22%
Lord North,Firm,2,2,-,-,100%,100%,$5.25,425%
Lord North,Good,14,3,3,2,22%,58%,$4.63,-1%
Lord North,Soft,4,2,-,-,50%,50%,$4.25,113%
Lord North,Heavy,1,1,-,-,100%,100%,$1.91,91%
Lord North,Turf,21,8,3,2,39%,62%,$4.35,66%
Lord North,Cushion,3,2,1,-,67%,100%,$1.45,-3%
Lord North,1501 - 2000m,16,7,2,1,44%,63%,$4.29,88%
Lord North,2001 - 2400m,7,3,2,1,43%,86%,$2.55,9%
Lord North,2401m+,2,-,-,-,0%,0%,$0,-100%
Lord North,1 - 3,5,3,-,-,60%,60%,$1.6,-4%
Lord North,4 - 6,9,1,3,2,12%,67%,$4.5,-50%
Lord North,7 - 10,3,2,-,-,67%,67%,$5,233%
Lord North,17+,2,1,1,-,50%,100%,$5.5,175%
Lord North,$5001 - $10000,1,1,-,-,100%,100%,$1.17,17%
Lord North,$10001 - $20000,1,1,-,-,100%,100%,$4.5,350%
Lord North,$20001 - $35000,1,-,1,-,0%,100%,$0,-100%
Lord North,$35001 - $75000,3,2,-,-,67%,67%,$2.96,97%
Lord North,$75001+,13,3,3,2,24%,62%,$4.41,2%
Lord North,59kg+,25,10,4,2,40%,64%,$3.77,51%
Lord North,1 - 5,5,3,-,1,60%,80%,$2.36,42%
Lord North,6 - 7,6,1,3,1,17%,84%,$6,-
Lord North,8 - 10,8,2,-,-,25%,25%,$3.12,-22%
Lord North,11 - 12,1,1,-,-,100%,100%,$2.38,138%
Lord North,13 - 15,2,2,-,-,100%,100%,$5.25,425%
Lord North,16+,3,1,1,-,34%,67%,$5.5,83%
Lord North,First Up,9,5,3,1,56%,100%,$2.76,53%
Lord North,Second Up,7,4,-,-,58%,58%,$5.5,214%
Lord North,Third Up,4,-,1,1,0%,50%,$0,-100%
Mostahdaf,Career,17,10,2,-,59%,71%,$4.2,147%
Mostahdaf,12 Mths,0,-,-,-,-,-,$0,-
Mostahdaf,Last 10,10,4,2,-,40%,60%,$6.22,149%
Mostahdaf,Firm,1,-,-,-,0%,0%,$0,-100%
Mostahdaf,Good,9,5,2,-,56%,78%,$4.68,160%
Mostahdaf,Soft,2,2,-,-,100%,100%,$4.13,313%
Mostahdaf,Heavy,1,-,-,-,0%,0%,$0,-100%
Mostahdaf,Turf,13,7,2,-,54%,70%,$4.52,143%
Mostahdaf,Cushion,3,3,-,-,100%,100%,$3.47,247%
Mostahdaf,1301 - 1500m,1,1,-,-,100%,100%,$1.5,50%
Mostahdaf,1501 - 2000m,8,6,1,-,75%,88%,$4.44,233%
Mostahdaf,2001 - 2400m,3,2,-,-,67%,67%,$3.44,129%
Mostahdaf,2401m+,5,1,1,-,20%,40%,$7,40%
Mostahdaf,1 - 3,6,4,1,-,67%,84%,$2.85,90%
Mostahdaf,4 - 6,3,1,1,-,34%,67%,$11,267%
Mostahdaf,7 - 10,5,4,-,-,80%,80%,$4.19,235%
Mostahdaf,$5001 - $10000,1,1,-,-,100%,100%,$1.5,50%
Mostahdaf,$10001 - $20000,1,1,-,-,100%,100%,$1.91,91%
Mostahdaf,$35001 - $75000,2,2,-,-,100%,100%,$4.13,313%
Mostahdaf,$75001+,10,6,2,-,60%,80%,$5.06,204%
Mostahdaf,59kg+,17,10,2,-,59%,71%,$4.2,147%
Mostahdaf,1 - 5,4,3,1,-,75%,100%,$2.47,85%
Mostahdaf,6 - 7,5,3,1,-,60%,80%,$6.42,285%
Mostahdaf,8 - 10,4,3,-,-,75%,75%,$4.63,247%
Mostahdaf,11 - 12,1,-,-,-,0%,0%,$0,-100%
Mostahdaf,13 - 15,2,1,-,-,50%,50%,$1.5,-25%
Mostahdaf,16+,1,-,-,-,0%,0%,$0,-100%
Mostahdaf,First Up,7,6,-,-,86%,86%,$3.94,238%
Mostahdaf,Second Up,4,2,1,-,50%,75%,$2.96,48%
Mostahdaf,Third Up,2,1,1,-,50%,100%,$5.5,175%
Dubai Honour,Career,37,10,12,2,28%,65%,$3.6,-51%
Dubai Honour,12 Mths,7,1,4,-,15%,72%,$3.5,-50%
Dubai Honour,Last 10,10,2,6,-,20%,80%,$3.35,-33%
Dubai Honour,Good,18,3,5,1,17%,50%,$4.5,-50%
Dubai Honour,Soft,14,5,5,-,36%,72%,$3.35,-52%
Dubai Honour,Heavy,2,1,-,1,50%,100%,$2.3,15%
Dubai Honour,Turf,34,9,10,2,27%,62%,$3.6,-47%
Dubai Honour,Cushion,3,1,2,-,34%,100%,$0,-100%
Dubai Honour,1301 - 1500m,1,-,-,-,0%,0%,$0,-100%
Dubai Honour,1501 - 2000m,15,5,3,1,34%,60%,$3.77,-25%
Dubai Honour,2001 - 2400m,17,5,7,1,30%,77%,$3.35,-61%
Dubai Honour,2401m+,4,-,2,-,0%,50%,$0,-100%
Dubai Honour,1 - 3,12,5,3,1,42%,75%,$4.35,-27%
Dubai Honour,4 - 6,10,2,6,-,20%,80%,$3.5,-65%
Dubai Honour,7 - 10,14,3,2,1,22%,43%,$2.9,-59%
Dubai Honour,11 - 13,1,-,1,-,0%,100%,$0,-100%
Dubai Honour,$5001 - $10000,3,1,1,-,34%,67%,$0,-100%
Dubai Honour,$10001 - $20000,1,-,-,-,0%,0%,$0,-100%
Dubai Honour,$35001 - $75000,6,3,2,-,50%,84%,$3.5,-42%
Dubai Honour,$75001+,10,3,5,1,30%,90%,$3.5,-65%
Dubai Honour,55 - 56.5kg,2,-,-,-,0%,0%,$0,-100%
Dubai Honour,57 - 58.5kg,4,-,1,1,0%,50%,$0,-100%
Dubai Honour,59kg+,31,10,11,1,33%,71%,$3.6,-42%
Dubai Honour,1 - 5,4,2,1,-,50%,75%,$3.5,-12%
Dubai Honour,6 - 7,9,2,3,2,23%,78%,$5.5,-39%
Dubai Honour,8 - 10,14,3,6,-,22%,65%,$3.5,-75%
Dubai Honour,11 - 12,6,3,-,-,50%,50%,$2.75,-8%
Dubai Honour,13 - 15,3,-,2,-,0%,67%,$0,-100%
Dubai Honour,16+,1,-,-,-,0%,0%,$0,-100%
Dubai Honour,First Up,12,3,4,-,25%,59%,$4.35,-27%
Dubai Honour,Second Up,9,2,4,-,23%,67%,$2.3,-74%
Dubai Honour,Third Up,7,3,1,2,43%,86%,$3.5,-50%
West Wind Blows,Career,20,6,8,2,30%,80%,$5.07,52%
West Wind Blows,12 Mths,5,1,3,-,20%,80%,$1.44,-71%
West Wind Blows,Last 10,10,1,6,1,10%,80%,$1.44,-86%
West Wind Blows,Good,15,4,6,1,27%,74%,$3.86,3%
West Wind Blows,Soft,1,-,1,-,0%,100%,$0,-100%
West Wind Blows,Turf,16,4,7,1,25%,75%,$3.86,-3%
West Wind Blows,Cushion,2,1,1,-,50%,100%,$11,450%
West Wind Blows,1501 - 2000m,6,2,1,2,34%,84%,$3.13,4%
West Wind Blows,2001 - 2400m,5,3,2,-,60%,100%,$7.58,355%
West Wind Blows,2401m+,9,1,5,-,12%,67%,$1.44,-84%
West Wind Blows,1 - 3,7,2,2,1,29%,72%,$2.25,-36%
West Wind Blows,4 - 6,8,4,3,1,50%,100%,$6.49,224%
West Wind Blows,7 - 10,4,-,3,-,0%,75%,$0,-100%
West Wind Blows,11 - 13,1,-,-,-,0%,0%,$0,-100%
West Wind Blows,$5001 - $10000,2,2,-,-,100%,100%,$10.25,925%
West Wind Blows,$35001 - $75000,4,2,2,-,50%,100%,$1.85,-8%
West Wind Blows,$75001+,10,2,4,2,20%,80%,$3.13,-37%
West Wind Blows,53 - 54.5kg,1,-,1,-,0%,100%,$0,-100%
West Wind Blows,55 - 56.5kg,1,-,1,-,0%,100%,$0,-100%
West Wind Blows,59kg+,18,6,6,2,34%,78%,$5.07,69%
West Wind Blows,1 - 5,3,1,1,1,34%,100%,$2.25,-25%
West Wind Blows,6 - 7,4,-,4,-,0%,100%,$0,-100%
West Wind Blows,8 - 10,7,4,1,-,58%,72%,$4.67,167%
West Wind Blows,11 - 12,3,1,-,1,34%,67%,$9.5,217%
West Wind Blows,16+,3,-,2,-,0%,67%,$0,-100%
West Wind Blows,First Up,4,2,2,-,50%,100%,$10.25,413%
West Wind Blows,Second Up,3,2,-,-,67%,67%,$1.85,23%
West Wind Blows,Third Up,3,1,1,-,34%,67%,$2.25,-25%
Sauvestre,Career,25,5,5,5,20%,60%,$11.12,122%
Sauvestre,12 Mths,0,-,-,-,-,-,$0,-
Sauvestre,Last 10,10,2,1,2,20%,50%,$16.5,230%
Sauvestre,Good,22,5,4,5,23%,64%,$11.12,153%
Sauvestre,Soft,2,-,-,-,0%,0%,$0,-100%
Sauvestre,Heavy,1,-,1,-,0%,100%,$0,-100%
Sauvestre,Turf,25,5,5,5,20%,60%,$11.12,122%
Sauvestre,1001 - 1300m,5,1,1,1,20%,60%,$11,120%
Sauvestre,1301 - 1500m,20,4,4,4,20%,60%,$11.15,123%
Sauvestre,1 - 3,8,2,3,1,25%,75%,$16.5,313%
Sauvestre,4 - 6,5,3,-,-,60%,60%,$7.53,352%
Sauvestre,7 - 10,8,-,1,2,0%,38%,$0,-100%
Sauvestre,11 - 13,3,-,1,1,0%,67%,$0,-100%
Sauvestre,14 - 16,1,-,-,1,0%,100%,$0,-100%
Sauvestre,$35001 - $75000,2,1,1,-,50%,100%,$11,450%
Sauvestre,$75001+,1,-,-,-,0%,0%,$0,-100%
Sauvestre,53 - 54.5kg,2,-,1,-,0%,50%,$0,-100%
Sauvestre,55 - 56.5kg,9,1,3,1,12%,56%,$11,22%
Sauvestre,57 - 58.5kg,6,3,1,-,50%,67%,$12.67,533%
Sauvestre,59kg+,8,1,-,4,13%,63%,$6.6,-17%
Sauvestre,8 - 10,7,3,1,-,43%,58%,$14.67,529%
Sauvestre,11 - 12,4,-,1,-,0%,25%,$0,-100%
Sauvestre,13 - 15,14,2,3,5,15%,72%,$5.8,-17%
Sauvestre,First Up,7,1,2,1,15%,58%,$11,57%
Sauvestre,Second Up,5,1,2,1,20%,80%,$22,340%
Sauvestre,Third Up,5,1,-,1,20%,40%,$11,120%
Flaming Rabbit,Career,2,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,12 Mths,2,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,Last 10,2,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,Good,1,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,Soft,1,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,Turf,2,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,1001 - 1300m,1,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,1301 - 1500m,1,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,1 - 3,1,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,7 - 10,1,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,$35001 - $75000,2,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,59kg+,2,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,13 - 15,2,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,First Up,1,-,-,-,0%,0%,$0,-100%
Flaming Rabbit,Second Up,1,-,-,-,0%,0%,$0,-100%
Chancheng Glory,Career,36,8,5,5,23%,50%,$8.64,92%
Chancheng Glory,12 Mths,11,-,2,-,0%,19%,$0,-100%
Chancheng Glory,Last 10,10,-,2,-,0%,20%,$0,-100%
Chancheng Glory,Firm,5,-,1,1,0%,40%,$0,-100%
Chancheng Glory,Good,29,8,3,3,28%,49%,$8.64,138%
Chancheng Glory,Soft,2,-,1,1,0%,100%,$0,-100%
Chancheng Glory,Turf,36,8,5,5,23%,50%,$8.64,92%
Chancheng Glory,0 - 1000m,2,1,-,1,50%,100%,$11,450%
Chancheng Glory,1001 - 1300m,2,-,-,1,0%,50%,$0,-100%
Chancheng Glory,1301 - 1500m,1,-,-,-,0%,0%,$0,-100%
Chancheng Glory,1501 - 2000m,31,7,5,3,23%,49%,$8.3,87%
Chancheng Glory,1 - 3,12,3,2,2,25%,59%,$13.67,242%
Chancheng Glory,4 - 6,10,3,1,-,30%,40%,$5.8,74%
Chancheng Glory,7 - 10,11,2,1,3,19%,55%,$5.35,-3%
Chancheng Glory,11 - 13,2,-,1,-,0%,50%,$0,-100%
Chancheng Glory,14 - 16,1,-,-,-,0%,0%,$0,-100%
Chancheng Glory,$75001+,4,1,-,2,25%,75%,$11,175%
Chancheng Glory,51 - 52.5kg,3,-,1,1,0%,67%,$0,-100%
Chancheng Glory,53 - 54.5kg,1,1,-,-,100%,100%,$3.7,270%
Chancheng Glory,55 - 56.5kg,6,1,1,1,17%,50%,$3,-50%
Chancheng Glory,57 - 58.5kg,10,2,1,1,20%,40%,$6.35,27%
Chancheng Glory,59kg+,16,4,2,2,25%,50%,$12.43,211%
Chancheng Glory,6 - 7,3,-,1,-,0%,34%,$0,-100%
Chancheng Glory,8 - 10,9,3,1,3,34%,78%,$5.47,82%
Chancheng Glory,11 - 12,9,1,2,1,12%,45%,$7,-22%
Chancheng Glory,13 - 15,15,4,1,1,27%,40%,$11.43,205%
Chancheng Glory,First Up,4,1,-,1,25%,50%,$11,175%
Chancheng Glory,Second Up,4,1,-,2,25%,75%,$32,700%
Chancheng Glory,Third Up,4,1,1,1,25%,75%,$7.3,83%
Moments In Time,Career,32,4,3,3,13%,32%,$4.83,-55%
Moments In Time,12 Mths,11,-,-,1,0%,10%,$0,-100%
Moments In Time,Last 10,10,-,-,1,0%,10%,$0,-100%
Moments In Time,Firm,5,-,-,-,0%,0%,$0,-100%
Moments In Time,Good,26,3,3,3,12%,35%,$4.83,-44%
Moments In Time,Turf,31,3,3,3,10%,30%,$4.83,-53%
Moments In Time,1001 - 1300m,1,1,-,-,100%,100%,$0,-100%
Moments In Time,1301 - 1500m,3,-,-,-,0%,0%,$0,-100%
Moments In Time,1501 - 2000m,24,3,3,3,13%,38%,$4.83,-40%
Moments In Time,2001 - 2400m,4,-,-,-,0%,0%,$0,-100%
Moments In Time,1 - 3,9,2,1,1,23%,45%,$3.6,-60%
Moments In Time,4 - 6,10,2,-,-,20%,20%,$5.45,9%
Moments In Time,7 - 10,11,-,2,2,0%,37%,$0,-100%
Moments In Time,11 - 13,2,-,-,-,0%,0%,$0,-100%
Moments In Time,$0 - $5000,1,1,-,-,100%,100%,$0,-100%
Moments In Time,51 - 52.5kg,3,-,-,-,0%,0%,$0,-100%
Moments In Time,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
Moments In Time,55 - 56.5kg,5,2,-,1,40%,60%,$5.45,118%
Moments In Time,57 - 58.5kg,11,2,-,1,19%,28%,$3.6,-67%
Moments In Time,59kg+,12,-,3,1,0%,34%,$0,-100%
Moments In Time,8 - 10,10,3,1,1,30%,50%,$3.6,-28%
Moments In Time,11 - 12,13,1,2,1,8%,31%,$7.3,-44%
Moments In Time,13 - 15,9,-,-,1,0%,12%,$0,-100%
Moments In Time,First Up,4,1,-,-,25%,25%,$0,-100%
Moments In Time,Second Up,3,-,-,-,0%,0%,$0,-100%
Moments In Time,Third Up,3,-,-,1,0%,34%,$0,-100%
Telecom Fighters,Career,79,11,6,11,14%,36%,$16.78,134%
Telecom Fighters,12 Mths,15,-,-,2,0%,14%,$0,-100%
Telecom Fighters,Last 10,10,-,-,1,0%,10%,$0,-100%
Telecom Fighters,Firm,8,-,-,-,0%,0%,$0,-100%
Telecom Fighters,Good,67,10,6,11,15%,41%,$17.96,168%
Telecom Fighters,Soft,2,1,-,-,50%,50%,$5,150%
Telecom Fighters,Turf,77,11,6,11,15%,37%,$16.78,140%
Telecom Fighters,Cushion,2,-,-,-,0%,0%,$0,-100%
Telecom Fighters,1001 - 1300m,8,1,-,1,13%,25%,$71,788%
